¿œ∫∞,TOTAL
2012-12-14,129861836.4
2012-12-15,98418705.3
2012-12-16,79973571.91
2012-12-17,120381686.4
2012-12-18,136904351.6
2012-12-19,113038467.5
2012-12-20,129869937.9
2012-12-21,127145331.7
2012-12-22,99918316.46
2012-12-23,85122721.19
2012-12-24,127068596.3
2012-12-25,94585956.37
2012-12-26,143504181.7
2012-12-27,137142989.1
2012-12-28,124480283.5
2012-12-29,104520270.7
2012-12-30,84163948.78
2012-12-31,98192113.89
2013-01-01,98838555.33
2013-01-02,153936991.1
2013-01-03,167992495.2
2013-01-04,165347020.3
2013-01-05,129384272.2
2013-01-06,109522523.5
2013-01-07,151759560
2013-01-08,154399363
2013-01-09,161866174
2013-01-10,162548242.4
2013-01-11,155493598.4
2013-01-12,121225280.3
2013-01-13,104505003.8
2013-01-14,141483744.7
2013-01-15,153289665.4
2013-01-16,146783200.5
2013-01-17,149887741.2
2013-01-18,149021646
2013-01-19,121013479.2
2013-01-20,103204553.5
2013-01-21,141853505.6
2013-01-22,142063233.1
2013-01-23,140934057.3
2013-01-24,142762124.7
2013-01-25,148474033.3
2013-01-26,124264256.9
2013-01-27,108702889.9
2013-01-28,140725754
2013-01-29,139772645
2013-01-30,135911046.5
2013-01-31,131629070.2
2013-02-01,125855632.8
2013-02-02,109413216.5
2013-02-03,101279771.9
2013-02-04,132477699.8
2013-02-05,139643829.8
2013-02-06,138671814.1
2013-02-07,152176510.6
2013-02-08,142328588.2
2013-02-09,94204131.73
2013-02-10,69455704.22
2013-02-11,83252214.25
2013-02-12,114144230.5
2013-02-13,133309376.7
2013-02-14,138476310.3
2013-02-15,136832347.7
2013-02-16,118144696.4
2013-02-17,99445549.12
2013-02-18,137114945.2
2013-02-19,141084315.9
2013-02-20,143957799.4
2013-02-21,141182153.9
2013-02-22,136609286.8
2013-02-23,114615974.3
2013-02-24,96549766.19
2013-02-25,130404202
2013-02-26,134030855.8
2013-02-27,126973345.8
2013-02-28,121597526.7
2013-03-01,107235144.2
2013-03-02,106394022
2013-03-03,92897156.06
2013-03-04,128742120.2
2013-03-05,131486886.1
2013-03-06,126195790.5
2013-03-07,128198250.1
2013-03-08,125495281.6
2013-03-09,101093400.6
2013-03-10,88845769.64
2013-03-11,121910789.7
2013-03-12,126229762.4
2013-03-13,129810841
2013-03-14,130953462.8
2013-03-15,128313154.3
2013-03-16,105754882.6
2013-03-17,91437415.04
2013-03-18,117641157.5
2013-03-19,121516749.7
2013-03-20,127072136.2
2013-03-21,134215526
2013-03-22,130967150.7
2013-03-23,106136516
2013-03-24,89451346.66
2013-03-25,127123772.9
2013-03-26,135137394.9
2013-03-27,128170698.5
2013-03-28,127700487.2
2013-03-29,128941380.4
2013-03-30,107298597.5
2013-03-31,88848920.68
2013-04-01,124485291.5
2013-04-02,133515471.7
2013-04-03,127283489.3
2013-04-04,121318834.7
2013-04-05,116946459.3
2013-04-06,101699920.7
2013-04-07,89857965
2013-04-08,129442184.2
2013-04-09,136540553.9
2013-04-10,142660908.2
2013-04-11,137931030.9
2013-04-12,137083591.4
2013-04-13,108467277.9
2013-04-14,90931757.97
2013-04-15,130283012.4
2013-04-16,129404541.7
2013-04-17,129411215.1
2013-04-18,132554720.9
2013-04-19,128386005.3
2013-04-20,114063885.6
2013-04-21,92417027.84
2013-04-22,127697956.7
2013-04-23,139466143.4
2013-04-24,134480620.6
2013-04-25,138818372.3
2013-04-26,134648940.2
2013-04-27,104098081.7
2013-04-28,86206494.52
2013-04-29,123944141.6
2013-04-30,128543456.6
2013-05-01,94309240.91
2013-05-02,124798599.7
2013-05-03,115613178.7
2013-05-04,97102081.59
2013-05-05,81635488.32
2013-05-06,117536872.8
2013-05-07,125063934
2013-05-08,122233703.5
2013-05-09,118843410.8
2013-05-10,122948196.2
2013-05-11,94532162.67
2013-05-12,81702464.28
2013-05-13,109291694.3
2013-05-14,123425831.9
2013-05-15,116629219.2
2013-05-16,116912762.8
2013-05-17,102201884.6
2013-05-18,88614537.95
2013-05-19,80263490.94
2013-05-20,108429506.1
2013-05-21,111468219.2
2013-05-22,118865436.6
2013-05-23,118086614.9
2013-05-24,117947886.7
2013-05-25,94815518.75
2013-05-26,79715087.96
2013-05-27,112646734.9
2013-05-28,120166118.7
2013-05-29,115808713
2013-05-30,123863683.4
2013-05-31,122225288.4
2013-06-01,101080252.3
2013-06-02,83886260.55
2013-06-03,121645841.2
2013-06-04,129395659.6
2013-06-05,132674816.5
2013-06-06,113910969.7
2013-06-07,130393392.7
2013-06-08,109394422
2013-06-09,86351714.93
2013-06-10,128395063.8
2013-06-11,134823123.4
2013-06-12,131347219.1
2013-06-13,126797167.3
2013-06-14,129230112.5
2013-06-15,107081269.8
2013-06-16,85771051.66
2013-06-17,127331374.1
2013-06-18,134201710.1
2013-06-19,135586522
2013-06-20,135260119.1
2013-06-21,136423024.5
2013-06-22,107134331.1
2013-06-23,86585609.93
2013-06-24,117823594.8
2013-06-25,131293122.2
2013-06-26,132781874.4
2013-06-27,133110990.9
2013-06-28,131104005.6
2013-06-29,106305521.4
2013-06-30,88678321.07
2013-07-01,134011694.4
2013-07-02,140082333.9
2013-07-03,137364923.9
2013-07-04,139823507.8
2013-07-05,136691111.7
2013-07-06,114452289
2013-07-07,96913529.73
2013-07-08,135112707.2
2013-07-09,145414377.9
2013-07-10,148745377
2013-07-11,150133136
2013-07-12,148412466.5
2013-07-13,118265439.9
2013-07-14,99736326.75
2013-07-15,141809490.9
2013-07-16,145537065.9
2013-07-17,145376761.4
2013-07-18,144463571
2013-07-19,145795797.8
2013-07-20,120297201.4
2013-07-21,101539260.9
2013-07-22,132909258
2013-07-23,140871878
2013-07-24,138259349.1
2013-07-25,134378900.1
2013-07-26,134626890.1
2013-07-27,116009524.6
2013-07-28,97646736.51
2013-07-29,132336893.8
2013-07-30,125795582.1
2013-07-31,119832117.3
2013-08-01,105493165.9
2013-08-02,102736592.3
2013-08-03,93253772.97
2013-08-04,87080183.35
2013-08-05,111107596.4
2013-08-06,116962552.6
2013-08-07,124171864.1
2013-08-08,130858574.4
2013-08-09,137948467.8
2013-08-10,115977627.6
2013-08-11,96639631.06
2013-08-12,134121868.6
2013-08-13,143935468.9
2013-08-14,142433107.9
2013-08-15,121714105.3
2013-08-16,134136107.1
2013-08-17,112100898.2
2013-08-18,94899823.18
2013-08-19,132246132.5
2013-08-20,137473386.2
2013-08-21,136920308
2013-08-22,142365571.7
2013-08-23,135766336.3
2013-08-24,103799050.9
2013-08-25,81757853.09
2013-08-26,114447206.8
2013-08-27,118264383.2
2013-08-28,120722049.7
2013-08-29,124549692
2013-08-30,123221858.6
2013-08-31,97643994.45
2013-09-01,75579306.67
2013-09-02,99189186.13
2013-09-03,97414758.29
2013-09-04,99748600.85
2013-09-05,98526477.64
2013-09-06,98388373.68
2013-09-07,85402376.96
2013-09-08,73818299.71
2013-09-09,98690733.86
2013-09-10,104847981.4
2013-09-11,106229355.3
2013-09-12,107670804.2
2013-09-13,110692075.3
2013-09-14,94152059.35
2013-09-15,80347238.8
2013-09-16,95865050.78
2013-09-17,89264099.72
2013-09-18,61062953.14
2013-09-19,44156497.56
2013-09-20,49247198.05
2013-09-21,60351565.11
2013-09-22,66016761.86
2013-09-23,103764105.3
2013-09-24,115302831.8
2013-09-25,107005233.3
2013-09-26,106468041.7
2013-09-27,103725344.4
2013-09-28,91162115.05
2013-09-29,77196640.35
2013-09-30,110617085.6
2013-10-01,121639458.7
2013-10-02,118122618.8
2013-10-03,91979993.16
2013-10-04,104846426.2
2013-10-05,91486052.48
2013-10-06,74400937.22
2013-10-07,107723780
2013-10-08,116246283.8
2013-10-09,97679658.16
2013-10-10,112724240.9
2013-10-11,114083382
2013-10-12,89213474.13
2013-10-13,72942895.13
2013-10-14,106313641.4
2013-10-15,116456867.1
2013-10-16,110971106.1
2013-10-17,111963872.3
2013-10-18,111927969.2
2013-10-19,91309848.05
2013-10-20,75447812.19
2013-10-21,105870302.5
2013-10-22,110687989.6
2013-10-23,109458121.3
2013-10-24,109572384.7
2013-10-25,107279663.8
2013-10-26,89340984.74
2013-10-27,75094411.73
2013-10-28,104974148.5
2013-10-29,112205767.8
2013-10-30,117858338.3
2013-10-31,119969571.5
2013-11-01,112765184
2013-11-02,88825464.06
2013-11-03,74680253.45
2013-11-04,103557696.6
2013-11-05,105969636.2
2013-11-06,108339093.7
2013-11-07,99630215.34
2013-11-08,99397222.41
2013-11-09,85049182.81
2013-11-10,72489007.24
2013-11-11,99484405.11
2013-11-12,107401436.3
2013-11-13,107985404.8
2013-11-14,111443839.2
2013-11-15,106826305.9
2013-11-16,89198777.12
2013-11-17,77195453.98
2013-11-18,111890446.6
2013-11-19,123117940.2
2013-11-20,119657029.7
2013-11-21,112972980.1
2013-11-22,108395995.2
2013-11-23,89261224.82
2013-11-24,74696589.18
2013-11-25,104307868.3
2013-11-26,113282451.5
2013-11-27,116059974.4
2013-11-28,123926139.4
2013-11-29,121353496.6
2013-11-30,94703583.95
2013-12-01,80507572
2013-12-02,113687746.5
2013-12-03,114497945.8
2013-12-04,114998039.5
2013-12-05,116757350.3
2013-12-06,113994610.5
2013-12-07,90736417.22
2013-12-08,77323691.98
2013-12-09,105864594.8
2013-12-10,109975719.5
2013-12-11,114704222.2
2013-12-12,120948314
2013-12-13,123491591.5
2013-12-14,102403766.5
2013-12-15,84852768.03
2013-12-16,122246398.4
2013-12-17,125037654.1
2013-12-18,121209965.1
2013-12-19,126585362.8
2013-12-20,127717893.9
2013-12-21,100620388.4
2013-12-22,85568027.84
2013-12-23,118540384.3
2013-12-24,122597497.1
2013-12-25,96262961.59
2013-12-26,120483711.6
2013-12-27,125185380.7
2013-12-28,103060798.9
2013-12-29,86646568.32
2013-12-30,111492304.6
2013-12-31,97250006.5
2014-01-01,102796036.9
2014-01-02,141035610.4
2014-01-03,146063885.8
2014-01-04,125665987.5
2014-01-05,110967141.7
2014-01-06,145231721.5
2014-01-07,148185922
2014-01-08,149612807.8
2014-01-09,160022576
2014-01-10,161680459.2
2014-01-11,129795811.3
2014-01-12,112302561.2
2014-01-13,152523744.4
2014-01-14,158494818.3
2014-01-15,155520213.7
2014-01-16,157614837.5
2014-01-17,150580251.4
2014-01-18,127415913.1
2014-01-19,113413304.4
2014-01-20,147511722.4
2014-01-21,158711006.9
2014-01-22,154924626.8
2014-01-23,150184219.6
2014-01-24,147704534.5
2014-01-25,124933752.6
2014-01-26,109421373.2
2014-01-27,143750435.5
2014-01-28,139480407.5
2014-01-29,126101972.1
2014-01-30,85771700.8
2014-01-31,72906608.91
2014-02-01,71280021.5
2014-02-02,79844094.83
2014-02-03,126786169.7
2014-02-04,155616041.1
2014-02-05,159609706.7
2014-02-06,155423547.1
2014-02-07,150897128.1
2014-02-08,125809509.4
2014-02-09,107064995.3
2014-02-10,147910645.2
2014-02-11,151667903.7
2014-02-12,147591350.1
2014-02-13,147171758.7
2014-02-14,145712794.9
2014-02-15,120464241.6
2014-02-16,103853848.2
2014-02-17,138174638.4
2014-02-18,145989709.3
2014-02-19,146021013.2
2014-02-20,146188731.8
2014-02-21,144301321.9
2014-02-22,123672569.1
2014-02-23,103528115
2014-02-24,138717807.4
2014-02-25,141822210.1
2014-02-26,143703487.4
2014-02-27,139026219.7
2014-02-28,139372727.4
2014-03-01,121366898.8
2014-03-02,106546523.4
2014-03-03,145167106.2
2014-03-04,150760057.6
2014-03-05,153621058.7
2014-03-06,158239970.7
2014-03-07,161393951.1
2014-03-08,140172773.1
2014-03-09,112819636.9
2014-03-10,154885935.6
2014-03-11,158989050.7
2014-03-12,159750814.1
2014-03-13,163911109.7
2014-03-14,160348950.5
2014-03-15,136371923.6
2014-03-16,108001578.1
2014-03-17,138950582
2014-03-18,138105303.1
2014-03-19,140446892.8
2014-03-20,142009862.5
2014-03-21,141653640
2014-03-22,117751621.8
2014-03-23,99479494.84
2014-03-24,128512106.3
2014-03-25,132815483
2014-03-26,129251679.6
2014-03-27,128928802.4
2014-03-28,127366759.6
2014-03-29,112340064.9
2014-03-30,96067912.6
2014-03-31,125286065.3
2014-04-01,126275682.4
2014-04-02,123480542.9
2014-04-03,127152106
2014-04-04,130637634.7
2014-04-05,109989705.8
2014-04-06,94552401.71
2014-04-07,124798460
2014-04-08,127576360.3
2014-04-09,124313516.2
2014-04-10,126391256.3
2014-04-11,126655326.2
2014-04-12,110065397.6
2014-04-13,91942569.79
2014-04-14,121016703.5
2014-04-15,125554609.7
2014-04-16,122480701.5
2014-04-17,126159777.6
2014-04-18,124145413
2014-04-19,105426508.2
2014-04-20,89503828.84
2014-04-21,116031112.6
2014-04-22,117351634.2
2014-04-23,113648168.1
2014-04-24,113793467.3
2014-04-25,114093421.7
2014-04-26,100493855.1
2014-04-27,85925283.98
2014-04-28,117760619.1
2014-04-29,119558029.5
2014-04-30,111609819.7
2014-05-01,96890783.38
2014-05-02,103837925.2
2014-05-03,89734419.13
2014-05-04,78766686.16
2014-05-05,79108930.29
2014-05-06,89265373.27
2014-05-07,109722347.4
2014-05-08,112679791.9
2014-05-09,112202769.9
2014-05-10,101441974.7
2014-05-11,87142629.05
2014-05-12,116654563.8
2014-05-13,119824354.8
2014-05-14,119229512
2014-05-15,119422305.8
2014-05-16,120618691.9
2014-05-17,103725012.2
2014-05-18,87931596.37
2014-05-19,115035525
2014-05-20,122536487.6
2014-05-21,121614126.9
2014-05-22,118599190
2014-05-23,117095540.1
2014-05-24,102157873.4
2014-05-25,84926001.38
2014-05-26,111103424.5
2014-05-27,115707420.5
2014-05-28,120317274.1
2014-05-29,122005411.6
2014-05-30,123601806.5
2014-05-31,105183322.7
2014-06-01,100429808.4
2014-06-02,123622874.7
2014-06-03,124685293.3
2014-06-04,115907674.8
2014-06-05,118683131.6
2014-06-06,111711246.5
2014-06-07,106256351.4
2014-06-08,94878620.31
2014-06-09,120668403.3
2014-06-10,127363045.4
2014-06-11,125257163.4
2014-06-12,124292851.7
2014-06-13,124257403.4
2014-06-14,111534153.9
2014-06-15,94767965.8
2014-06-16,122164351.9
2014-06-17,129310010.6
2014-06-18,129154710.4
2014-06-19,127041806.2
2014-06-20,127195426.2
2014-06-21,110346726.1
2014-06-22,90459335.11
2014-06-23,116829946
2014-06-24,124819251.7
2014-06-25,127056708.2
2014-06-26,129165632.5
2014-06-27,128877859.3
2014-06-28,112031958.2
2014-06-29,98403668.4
2014-06-30,128802500.5
2014-07-01,137528944.4
2014-07-02,136067457.1
2014-07-03,131515771.9
2014-07-04,136396751.1
2014-07-05,115118320.5
2014-07-06,98690447.73
2014-07-07,133309749.4
2014-07-08,140387109.8
2014-07-09,148190399.5
2014-07-10,146724725.1
2014-07-11,140992929
2014-07-12,116482933.2
2014-07-13,100874022.6
2014-07-14,130606186.5
2014-07-15,141291624.5
2014-07-16,140837215.5
2014-07-17,139453641.4
2014-07-18,137762983.2
2014-07-19,118570880.1
2014-07-20,101019357.3
2014-07-21,125850049.8
2014-07-22,135362264.3
2014-07-23,137456580.9
2014-07-24,138104122.3
2014-07-25,144449891.4
2014-07-26,116560083
2014-07-27,95946293.72
2014-07-28,117099944.3
2014-07-29,130356136.8
2014-07-30,130100432.5
2014-07-31,130998876.3
2014-08-01,122627902.5
2014-08-02,107051328.6
2014-08-03,94538774.35
2014-08-04,105614241.3
2014-08-05,114871669.8
2014-08-06,115655511
2014-08-07,112698106.8
2014-08-08,111472882.9
2014-08-09,97116646.35
2014-08-10,84657571.78
2014-08-11,110322538.4
2014-08-12,116867594.3
2014-08-13,120991787.1
2014-08-14,115907295.5
2014-08-15,106863451.2
2014-08-16,96759266.63
2014-08-17,86798518
2014-08-18,107819843.6
2014-08-19,118727998.3
2014-08-20,120707545.6
2014-08-21,121787281.4
2014-08-22,121223477.1
2014-08-23,107569177.4
2014-08-24,92631919.58
2014-08-25,117211691
2014-08-26,129129605.5
2014-08-27,125285670.8
2014-08-28,124217266.8
2014-08-29,125529099.3
2014-08-30,108239115.7
2014-08-31,94117201.89
2014-09-01,118731172.5
2014-09-02,122350791.6
2014-09-03,120518840.6
2014-09-04,122233647.8
2014-09-05,119046022.6
2014-09-06,97694445.04
2014-09-07,57101801.4
2014-09-08,50990444.63
2014-09-09,61419186.21
2014-09-10,81325127.67
2014-09-11,114437821.8
2014-09-12,124619845.8
2014-09-13,112325965.8
2014-09-14,95406117.12
2014-09-15,124829096.4
2014-09-16,127304047.2
2014-09-17,124220687.9
2014-09-18,124214054.1
2014-09-19,124149568.7
2014-09-20,108658715.5
2014-09-21,93021869.85
2014-09-22,119520217.9
2014-09-23,126271753.4
2014-09-24,129024290.5
2014-09-25,126122476.7
2014-09-26,123919349.7
2014-09-27,106283904.1
2014-09-28,91297381.82
2014-09-29,118145660.4
2014-09-30,119012581.2
2014-10-01,116490170.3
2014-10-02,116668576.3
2014-10-03,103616891.3
2014-10-04,93530044.23
2014-10-05,84411257.41
2014-10-06,108082149.2
2014-10-07,113289264.3
2014-10-08,112787359.8
2014-10-09,105201034.2
2014-10-10,111081259.4
2014-10-11,99003881.98
2014-10-12,87948853.8
2014-10-13,116884987.3
2014-10-14,121073786.2
2014-10-15,121984385.1
2014-10-16,120766360.9
2014-10-17,119516421.2
2014-10-18,103776905.7
2014-10-19,88572936.88
2014-10-20,115184732.9
2014-10-21,119541470.8
2014-10-22,118315325.4
2014-10-23,117492063.9
2014-10-24,118666723.9
2014-10-25,102707145.4
2014-10-26,87878599.22
2014-10-27,112116169.3
2014-10-28,118145641.3
2014-10-29,119681633.6
2014-10-30,119341785.4
2014-10-31,119675767.8
2014-11-01,103399096
2014-11-02,89811443.33
2014-11-03,114973362.2
2014-11-04,121991718.6
2014-11-05,119743357.9
2014-11-06,118770190
2014-11-07,118878930.5
2014-11-08,103532835.2
2014-11-09,89749271.87
2014-11-10,115214152.4
2014-11-11,120508842.7
2014-11-12,122798988.3
2014-11-13,133696572.9
2014-11-14,133561563.3
2014-11-15,113114952.9
2014-11-16,99289192.54
2014-11-17,127822995.9
2014-11-18,136399807.8
2014-11-19,135944736.3
2014-11-20,131657331.4
2014-11-21,128809963.1
2014-11-22,111447029
2014-11-23,97452832.2
2014-11-24,127461539
2014-11-25,131028763.6
2014-11-26,127153251
2014-11-27,126062606.2
2014-11-28,128861198
2014-11-29,106453602.1
2014-11-30,94464527.89
2014-12-01,128036614.8
2014-12-02,143000174.8
2014-12-03,143262650.4
2014-12-04,146526082.9
2014-12-05,149001983.6
2014-12-06,126226615.7
2014-12-07,109016224.8
2014-12-08,143320294.5
2014-12-09,149906819.9
2014-12-10,145424623.8
2014-12-11,147291414
2014-12-12,148961554.2
2014-12-13,126488003.2
2014-12-14,109552978.9
2014-12-15,142545790.7
2014-12-16,149380825
2014-12-17,158322878.3
2014-12-18,155760600.3
2014-12-19,152692922.2
2014-12-20,126464432.3
2014-12-21,110317351.2
2014-12-22,146255329
2014-12-23,147343204.1
2014-12-24,139468197.7
2014-12-25,117074336.8
2014-12-26,138351157.3
2014-12-27,120230561.9
2014-12-28,103531267
2014-12-29,132963624.7
2014-12-30,132410799
2014-12-31,122940158.4
2015-01-01,108051086.6
2015-01-02,165914317.5
2015-01-03,123408303
2015-01-04,109429491
2015-01-05,168919011.3
2015-01-06,177868369.8
2015-01-07,183633882.9
2015-01-08,183575940.5
2015-01-09,181439636.4
2015-01-10,130941079.6
2015-01-11,113934444.2
2015-01-12,177707467.9
2015-01-13,179657682.2
2015-01-14,178985360
2015-01-15,175309910.5
2015-01-16,179799081.7
2015-01-17,131774639.2
2015-01-18,115219861.2
2015-01-19,173082146.9
2015-01-20,177657665.8
2015-01-21,176341235.8
2015-01-22,174852737.2
2015-01-23,173434364.9
2015-01-24,123198733.5
2015-01-25,111198356.2
2015-01-26,167871859.8
2015-01-27,178535223.5
2015-01-28,181277136.5
2015-01-29,180475884.8
2015-01-30,179899569.9
2015-01-31,131683534.4
2015-02-01,100764839.4
2015-02-02,158061391.2
2015-02-03,161766222
2015-02-04,161572671.3
2015-02-05,163420775.3
2015-02-06,160203532.4
2015-02-07,115868525.6
2015-02-08,106702205.9
2015-02-09,168629742.2
2015-02-10,163470872.8
2015-02-11,160398447.6
2015-02-12,163770782.1
2015-02-13,163546813.4
2015-02-14,118215818.6
2015-02-15,102551444.3
2015-02-16,151860361
2015-02-17,143520941.5
2015-02-18,73517900.46
2015-02-19,53078783.72
2015-02-20,56820613.2
2015-02-21,66874027.37
2015-02-22,87213442.91
2015-02-23,151958840.2
2015-02-24,155757015.6
2015-02-25,154707015.2
2015-02-26,155932020.3
2015-02-27,159777155.4
2015-02-28,113704224.7
2015-03-01,91304555.36
2015-03-02,138267115.6
2015-03-03,146500418.7
2015-03-04,151527697.7
2015-03-05,150068325.7
2015-03-06,147130606.1
2015-03-07,106670621.9
2015-03-08,90149568.26
2015-03-09,138132983.5
2015-03-10,153055052.6
2015-03-11,147858045.7
2015-03-12,145900819.9
2015-03-13,145240717.9
2015-03-14,106019989.2
2015-03-15,90916818.81
2015-03-16,133345650.8
2015-03-17,133466491.3
2015-03-18,135173189.1
2015-03-19,129690776
2015-03-20,127847406.5
2015-03-21,91099129.83
2015-03-22,80588529.27
2015-03-23,128188569.9
2015-03-24,131949517.1
2015-03-25,131495094.7
2015-03-26,128078072.7
2015-03-27,125912301.3
2015-03-28,88935749.5
2015-03-29,79202479.17
2015-03-30,120780666.3
2015-03-31,124622279.8
2015-04-01,99281631.81
2015-04-02,100229777.8
2015-04-03,99752077.51
2015-04-04,82231944.01
2015-04-05,72538678.35
2015-04-06,102278114.8
2015-04-07,106559772
2015-04-08,104828176.5
2015-04-09,104811838
2015-04-10,101715211.4
2015-04-11,83041278.03
2015-04-12,72837703.84
2015-04-13,100204589.5
2015-04-14,101615321.3
2015-04-15,98005999.32
2015-04-16,98164175.61
2015-04-17,96999636.83
2015-04-18,79516787.26
2015-04-19,71177981.83
2015-04-20,96575027.25
2015-04-21,96808846.04
2015-04-22,96001166.68
2015-04-23,95303950.59
2015-04-24,94273184.21
2015-04-25,76342420.51
2015-04-26,66445691.92
2015-04-27,91127698.74
2015-04-28,94424769.13
2015-04-29,97162238.97
2015-04-30,95663721.44
2015-05-01,77243875.31
2015-05-02,68028365.02
2015-05-03,62995986.21
2015-05-04,80286213.92
2015-05-05,70946583.06
2015-05-06,86641305.03
2015-05-07,88998420.49
2015-05-08,88313201.24
2015-05-09,75299407.84
2015-05-10,63568721.01
2015-05-11,87418103.75
2015-05-12,88295155.84
2015-05-13,89636653.51
2015-05-14,92648849.62
2015-05-15,91686433.41
2015-05-16,75489882.36
2015-05-17,63723068.99
2015-05-18,88186563.97
2015-05-19,90299227.06
2015-05-20,88618046.45
2015-05-21,89310625.75
2015-05-22,90484175.28
2015-05-23,75793646.08
2015-05-24,63974050.87
2015-05-25,68945178.12
2015-05-26,88871695.41
2015-05-27,91743831.33
2015-05-28,93144150.26
2015-05-29,95415761.03
2015-05-30,76068009.72
2015-05-31,65666919.04
2015-06-01,106822776.8
2015-06-02,109731211.5
2015-06-03,109653431.8
2015-06-04,110556114.5
2015-06-05,109358133.7
2015-06-06,83226180.8
2015-06-07,73755340.76
2015-06-08,106084742.1
2015-06-09,111481967.7
2015-06-10,112176689.7
2015-06-11,111348077
2015-06-12,110715490.4
2015-06-13,83285198.18
2015-06-14,70661672.08
2015-06-15,104932176.9
2015-06-16,109669493
2015-06-17,108125464.8
2015-06-18,109257076.3
2015-06-19,109349030.3
2015-06-20,81203250.68
2015-06-21,72863741.58
2015-06-22,103342101.3
2015-06-23,109124848.2
2015-06-24,109753474.3
2015-06-25,109078416.6
2015-06-26,106660395.3
2015-06-27,79340862.26
2015-06-28,67214069.36
2015-06-29,102667903
2015-06-30,107902996.6
2015-07-01,115289266.4
2015-07-02,115685668.2
2015-07-03,114167593.7
2015-07-04,80139377.17
2015-07-05,66033692.55
2015-07-06,105901302.7
2015-07-07,113768424.3
2015-07-08,114316982.3
2015-07-09,115046149.9
2015-07-10,119405673.3
2015-07-11,86037957.47
2015-07-12,66207745.69
2015-07-13,106992789.9
2015-07-14,120385984.9
2015-07-15,121853885.5
2015-07-16,116490329
2015-07-17,115398609.5
2015-07-18,82671601.37
2015-07-19,69034297.24
2015-07-20,112287081.5
2015-07-21,122747062.2
2015-07-22,126062134.2
2015-07-23,127375157.2
2015-07-24,125147410.6
2015-07-25,86996705.56
2015-07-26,73013334.13
2015-07-27,118427451.1
2015-07-28,128953931.2
2015-07-29,127770654.4
2015-07-30,129837313.1
2015-07-31,127400577.8
2015-08-01,92585730.47
2015-08-02,78243128.9
2015-08-03,107386356.2
2015-08-04,110139862.9
2015-08-05,116418200.8
2015-08-06,126290698.7
2015-08-07,132342628.2
2015-08-08,102016696.4
2015-08-09,84828929.89
2015-08-10,126517184.6
2015-08-11,133787771.3
2015-08-12,130467078
2015-08-13,131786125.2
2015-08-14,105179507.4
2015-08-15,98056075.75
2015-08-16,90180219.34
2015-08-17,129299722.6
2015-08-18,134864002.2
2015-08-19,133070613.8
2015-08-20,132962000.2
2015-08-21,130728582.3
2015-08-22,100809917.2
2015-08-23,89038569.81
2015-08-24,125989939
2015-08-25,123151584
2015-08-26,121503096.8
2015-08-27,124000390.7
2015-08-28,124893556.9
2015-08-29,96349805.34
2015-08-30,85169371.51
2015-08-31,119821348.5
2015-09-01,127344559.7
2015-09-02,127200693.4
2015-09-03,127295530.9
2015-09-04,127923468.4
2015-09-05,101697807.8
2015-09-06,86883074.87
2015-09-07,118903706.9
2015-09-08,119967426.8
2015-09-09,119781520.7
2015-09-10,121421234.2
2015-09-11,122411951.5
2015-09-12,98983054.79
2015-09-13,83928852.12
2015-09-14,116729594.6
2015-09-15,119691080.3
2015-09-16,118083726.7
2015-09-17,118806970.8
2015-09-18,118957908.2
2015-09-19,95803504.52
2015-09-20,84012727.23
2015-09-21,111836899.5
2015-09-22,120294349.9
2015-09-23,118455565.5
2015-09-24,119107173.5
2015-09-25,110176878.2
2015-09-26,52138563.76
2015-09-27,35922659.96
2015-09-28,42488705.61
2015-09-29,63378732.74
2015-09-30,100118603.5
2015-10-01,111235570
2015-10-02,110266751.1
2015-10-03,95545666.02
2015-10-04,82515477.74
2015-10-05,102768005.3
2015-10-06,112054646
2015-10-07,111718133.1
2015-10-08,111876890.9
2015-10-09,98325592.95
2015-10-10,93073500.03
2015-10-11,85402024.63
2015-10-12,109886532.2
2015-10-13,115776089.8
2015-10-14,113299285.7
2015-10-15,115388898.3
2015-10-16,115641863.4
2015-10-17,98691371.52
2015-10-18,84016571.54
2015-10-19,110559031.7
2015-10-20,112835917.6
2015-10-21,112883421
2015-10-22,114239113.4
2015-10-23,110808362.2
2015-10-24,93656010.48
2015-10-25,82492018.6
2015-10-26,107892067
2015-10-27,112385489.9
2015-10-28,109571384.9
2015-10-29,110673580.1
2015-10-30,111477602.4
2015-10-31,95499436.77
2015-11-01,80970077
2015-11-02,114031342.2
2015-11-03,120191048.6
2015-11-04,120062373.9
2015-11-05,119979805.7
2015-11-06,121135959.1
2015-11-07,98080833.49
2015-11-08,82189035.22
2015-11-09,117812656.8
2015-11-10,124729494.5
2015-11-11,123462293.1
2015-11-12,123532243.1
2015-11-13,129085309.7
2015-11-14,92493151.28
2015-11-15,82712742.37
2015-11-16,116293166.2
2015-11-17,119307117.6
2015-11-18,122349626.1
2015-11-19,121612442.4
2015-11-20,120901842.2
2015-11-21,95612585.05
2015-11-22,83829066.4
2015-11-23,118216488.5
2015-11-24,133786178.1
2015-11-25,132291824.1
2015-11-26,134482755.2
2015-11-27,137579368.7
2015-11-28,107737105.4
2015-11-29,91918365.71
2015-11-30,126630193.4
2015-12-01,146525358.4
2015-12-02,145340175.7
2015-12-03,149973137.6
2015-12-04,152589647.5
2015-12-05,112766766
